tipo_accion,tipo_usuario,nombre_tipo_usuario,tiempo_llegada,tiempo_espera,tiempo_servicio,tiempo_sistema,cajero,inicio_servicio,fin_servicio,replica
pago,3,Muy lento,123.05414961397207,0.29382240263473136,0.28304616987944353,0.5768685725141749,1,123.3479720166068,123.63101818648624,1
pago,3,Muy lento,125.26508642534154,0.0,31.340107903079392,31.340107903079392,0,125.26508642534154,156.60519432842094,1
pago,3,Muy lento,130.99167189838874,0.0,1.4580425815203817,1.4580425815203817,1,130.99167189838874,132.44971447990912,1
retiro,1,Normal,132.8045958841511,0.0,0.19281223500974307,0.19281223500974307,1,132.8045958841511,132.99740811916084,1
pago,2,Lento,134.56994330777803,0.0,0.5530452344025315,0.5530452344025315,1,134.56994330777803,135.12298854218056,1
retiro,3,Muy lento,137.54905508468312,0.0,1.1084068757404604,1.1084068757404604,1,137.54905508468312,138.65746196042357,1
pago,1,Normal,141.06117956234417,0.0,2.6075443002184127,2.6075443002184127,1,141.06117956234417,143.6687238625626,1
retiro,1,Normal,143.0434850938296,0.0,0.598401648144222,0.598401648144222,2,143.0434850938296,143.64188674197382,1
pago,2,Lento,149.72974573735357,0.0,9.023268046965976,9.023268046965976,1,149.72974573735357,158.75301378431953,1
retiro,2,Lento,150.8450878416303,0.0,4.2079200430014225,4.2079200430014225,2,150.8450878416303,155.0530078846317,1
retiro,1,Normal,155.35967630225431,0.0,0.11791583765103995,0.11791583765103995,2,155.35967630225431,155.47759213990534,1
retiro,1,Normal,155.4314972379179,0.0460949019874306,1.8239064428359144,1.870001344823345,2,155.47759213990534,157.30149858274126,1
pago,2,Lento,162.16856192507655,0.0,2.0551599682384016,2.0551599682384016,0,162.16856192507655,164.22372189331494,1
pago,1,Normal,162.27663338071972,0.0,3.9572746583846197,3.9572746583846197,1,162.27663338071972,166.23390803910434,1
retiro,1,Normal,166.46018244722316,0.0,0.7928927384865262,0.7928927384865262,0,166.46018244722316,167.2530751857097,1
pago,3,Muy lento,168.05642236975626,0.0,0.4296484577857744,0.4296484577857744,0,168.05642236975626,168.48607082754205,1
retiro,3,Muy lento,169.6153537402156,0.0,0.6975728919687051,0.6975728919687051,0,169.6153537402156,170.31292663218431,1
retiro,3,Muy lento,170.15624074692016,0.0,6.017791059627398,6.017791059627398,1,170.15624074692016,176.17403180654756,1
retiro,3,Muy lento,172.42261976133287,0.0,0.17651789781636826,0.17651789781636826,0,172.42261976133287,172.59913765914925,1
pago,2,Lento,176.3664534199846,0.0,3.708620992630575,3.708620992630575,0,176.3664534199846,180.07507441261518,1
retiro,0,Rápido,176.52806094222382,0.0,0.17578299094250643,0.17578299094250643,1,176.52806094222382,176.70384393316633,1
retiro,0,Rápido,179.492843072361,0.0,0.09573123742522043,0.09573123742522043,1,179.492843072361,179.58857430978622,1
retiro,0,Rápido,179.73464441683527,0.0,1.4399992886577098,1.4399992886577098,1,179.73464441683527,181.17464370549297,1
pago,2,Lento,179.75161820641435,0.0,35.706648953781,35.706648953781,2,179.75161820641435,215.45826716019536,1
retiro,1,Normal,181.30057868345637,0.0,4.4463178439890445,4.4463178439890445,0,181.30057868345637,185.74689652744541,1
pago,3,Muy lento,183.3345739548142,0.0,12.590588551163858,12.590588551163858,1,183.3345739548142,195.92516250597805,1
pago,3,Muy lento,188.39281316390395,0.0,0.720335183050234,0.720335183050234,0,188.39281316390395,189.11314834695418,1
retiro,1,Normal,189.79942383341114,0.0,3.578007492296441,3.578007492296441,0,189.79942383341114,193.3774313257076,1
pago,1,Normal,192.50051955826453,0.8769117674430618,1.1395987162290724,2.016510483672134,0,193.3774313257076,194.51703004193666,1
